unit_id,free_time,location
37769,2021-02-27 00:00:00,35064
45404,2021-02-27 00:00:00,35596
41553,2021-02-27 00:00:00,33703
44552,2021-02-27 00:00:00,35593
34926,2021-02-27 00:00:00,38249
36158,2021-02-27 00:00:00,37941
22234,2021-02-27 00:00:00,37739
38603,2021-02-27 00:00:00,38249
25155,2021-02-27 00:00:00,35556
36987,2021-02-27 00:00:00,37775
28006,2021-02-27 00:00:00,33712
19660,2021-02-27 00:00:00,35011
30701,2021-02-27 00:00:00,35597
39661,2021-02-27 00:00:00,34176
16796,2021-02-27 00:00:00,33703
23106,2021-02-27 00:00:00,35598
45680,2021-02-27 00:00:00,39042
41891,2021-02-27 00:00:00,35597
20896,2021-02-27 00:00:00,35596
41890,2021-02-27 00:00:00,36889
33038,2021-02-27 00:00:00,34657
34944,2021-02-27 00:00:00,35825
45692,2021-02-27 00:00:00,37059
25145,2021-02-27 00:00:00,34252
20752,2021-02-27 00:00:00,35597
20608,2021-02-27 00:00:00,35597
20649,2021-02-27 00:00:00,35597
20807,2021-02-27 00:00:00,35596
38288,2021-02-27 00:00:00,36006
39412,2021-02-27 00:00:00,36248
45716,2021-02-27 00:00:00,35597
25492,2021-02-27 00:00:00,35510
33756,2021-02-27 00:00:00,35596
20774,2021-02-27 00:00:00,35598
21062,2021-02-27 00:00:00,35596
42132,2021-02-27 00:00:00,35417
36404,2021-02-27 00:00:00,35597
45717,2021-02-27 00:00:00,35596
45721,2021-02-27 00:00:00,35597
20609,2021-02-27 00:00:00,36889
23711,2021-02-27 00:00:00,36889
45785,2021-02-27 00:00:00,36889
20037,2021-02-27 00:00:00,35412
45722,2021-02-27 00:00:00,35756
20114,2021-02-27 00:00:00,33924
45036,2021-02-27 00:00:00,34482
18178,2021-02-27 00:00:00,35490
45786,2021-02-27 00:00:00,35596
34958,2021-02-27 00:00:00,35597
45739,2021-02-27 00:00:00,39042
45740,2021-02-27 00:00:00,39042
45744,2021-02-27 00:00:00,35489
26690,2021-02-27 00:00:00,34823
35567,2021-02-27 00:00:00,35597
20091,2021-02-27 00:00:00,37926
45747,2021-02-27 00:00:00,35011
36270,2021-02-27 00:00:00,37880
18926,2021-02-27 00:00:00,35486
45741,2021-02-27 00:00:00,38306
28012,2021-02-27 00:00:00,35598
28116,2021-02-27 00:00:00,37871
45781,2021-02-27 00:00:00,36889
25632,2021-02-27 03:08:00,34682
45791,2021-02-27 00:00:00,35011
39507,2021-02-27 00:00:00,36889
45788,2021-02-27 00:00:00,37838
34091,2021-02-27 00:00:00,33704
37908,2021-02-27 00:00:00,36461
23614,2021-02-27 00:00:00,37838
26730,2021-02-27 00:00:00,35217
34616,2021-02-27 00:00:00,35596
26424,2021-02-27 00:00:00,37735
32615,2021-02-27 00:00:00,35581
34148,2021-02-27 00:00:00,35596
23731,2021-02-27 00:00:00,37738
20185,2021-02-27 00:00:00,36006
32090,2021-02-27 00:00:00,35760
22512,2021-02-27 00:00:00,35597
30331,2021-02-27 00:00:00,34312
45846,2021-02-27 00:00:00,37726
33536,2021-02-27 00:00:00,37090
34298,2021-02-27 00:00:00,37746
25342,2021-02-27 00:00:00,37926
41976,2021-02-27 00:00:00,34550
39769,2021-02-27 00:00:00,37747
33176,2021-02-27 00:00:00,34657
45851,2021-02-27 00:00:00,35596
20339,2021-02-27 02:25:00,34121
45157,2021-02-27 00:00:00,35597
39174,2021-02-27 00:00:00,37747
45873,2021-02-27 00:00:00,35596
45860,2021-02-27 00:00:00,35213
44991,2021-02-27 00:00:00,34592
41086,2021-02-27 00:00:00,33703
23096,2021-02-27 00:00:00,35598
45173,2021-02-27 00:00:00,35213
44477,2021-02-27 00:00:00,33703
33991,2021-02-27 00:00:00,38249
24256,2021-02-27 00:00:00,35597
45288,2021-02-27 00:00:00,37874
45893,2021-02-27 00:00:00,35813
24885,2021-02-27 00:00:00,33703
45902,2021-02-27 03:00:00,35011
20536,2021-02-27 00:00:00,35596
41712,2021-02-27 00:00:00,34164
20529,2021-02-27 14:56:00,37747
16525,2021-02-27 00:00:00,33745
20544,2021-02-27 15:04:00,39181
17511,2021-02-27 00:00:00,34747
23072,2021-02-27 02:07:00,35596
37925,2021-02-27 08:01:00,37938
37367,2021-02-27 05:03:00,34657
34981,2021-02-27 01:52:00,34657
33630,2021-02-27 02:02:00,34657
37221,2021-02-28 17:46:00,34550
32467,2021-02-28 14:25:00,34709
27371,2021-02-27 09:12:00,34666
32683,2021-02-27 15:20:00,39181
45958,2021-02-28 19:18:00,34550
45954,2021-02-27 11:36:00,34583
41672,2021-02-28 02:04:00,35011
21566,2021-02-27 07:38:00,35689
23783,2021-02-28 07:52:00,36917
44346,2021-02-27 17:48:00,34662
45935,2021-02-27 19:01:00,35027
19448,2021-02-27 13:10:00,35217
41764,2021-02-28 11:42:00,34450
18260,2021-02-28 11:03:00,34665
34550,2021-02-28 16:24:00,36903
36727,2021-03-01 23:41:00,36006
36728,2021-03-02 00:56:00,36006
46001,2021-03-02 01:17:00,36006
44123,2021-02-28 12:35:00,36587
