"VIAJEID","UBICACIONORIGENID","UBICACION_ORIGEN","DESC_UBICACION_ORI","LOCALIDAD_ORI","LATITUD_ORI","LONGITUD_ORI","UBICACIONDESTINOID","UBICACION_DESTINO","DESC_UBICACION_DEST","LOCALIDAD_DEST","LATITUD_DEST","LONGITUD_DEST","DEMORAINICIO","DURACIONVIAJE","HORARIOINICIOID","HI_COMPLETO","TIEMPOINICIOID","HORARIOINICIOREALID","HR_COMPLETO","TIEMPOINICIOREALID","HORARIOFINID","HF_COMPLETO","TIEMPOFINID","UNIDADID","TIPOUNIDADID","TIPOUNIDAD"
199351,34007,"PIRULES","PISA/ PLANTA SAN MARTIN OBISPO/ EDOMEX","CUAUTITLAN IZCALLI",19.5954,-99.2112,34394,"Cristobal Colón","PISA/ ALMACENES RIVERA/ OAXACA","Oaxaca de Juárez",17.127,-96.7676,0,969,1,"12:00:00 a.m.",20210203,1,"12:00:00 a.m.",20210203,58141,"4:09:00 p.m.",20210203,23844,18,"Thorton"
212034,34137,"METEPEC - SAN ISIDRO","PISA/ PLANTA TLAJOMULCO/ JALISCO","TLAJOMULCO DE ZUÑIGA",20.4886,-103.5597,36917,"Libramiento Sur de Tapachula","PISA/ SAHUAYO SUCURSAL/ CHIAPAS","Tapachula",14.8564,-92.2769,0,2459,1,"12:00:00 a.m.",20210227,1,"12:00:00 a.m.",20210227,61141,"4:59:00 p.m.",20210228,23783,18,"Thorton"
209560,34402,"MONTERREY - REYNOSA","RAGASA/ PLANTA/ GUADALUPE/ NUEVO LEÓN","GUADALUPE",25.6931,-100.1578,37931,"NUEZ","RAGASA/ SUPER ABARROTES LUPITA/ GUADALAJARA","GUADALAJARA",20.6502,-103.3818,1050,2627,1,"12:00:00 a.m.",20210222,63001,"5:30:00 p.m.",20210222,47821,"1:17:00 p.m.",20210224,22073,18,"Thorton"
202355,34402,"MONTERREY - REYNOSA","RAGASA/ PLANTA/ GUADALUPE/ NUEVO LEÓN","GUADALUPE",25.6931,-100.1578,37926,"MEXICO-CUAUTLA","RAGASA/ WALMART CEDIS/ CHALCO","CHALCO DE COVARRUBIAS",19.2497,-98.8685,1321,3124,1,"12:00:00 a.m.",20210208,79261,"10:01:00 p.m.",20210208,7501,"2:05:00 a.m.",20210211,22072,24,"Trailer"
204316,35248,"LECHERIA -CHAMAPA","OFFICE DEPOT/ PLANTA/ SAN MARTIN OBISPO","SAN MARTIN OBISPO",19.6115,-99.2182,35283,"MORELOS ","OFFICE DEPOT/ 137 TIENDA PALMAS/ CUERNAVACA","CUERNAVACA ",18.9106,-99.2335,0,678,1,"12:00:00 a.m.",20210209,1,"12:00:00 a.m.",20210209,40681,"11:18:00 a.m.",20210209,21899,18,"Thorton"
200653,35130,"Huichapan-San Juan del Río","MABE/ PATIO SAN JUAN DEL RIO/ QRO.","san juan del rio",20.3008,-99.8961,35596,"TEPEJI DEL RIO DE OCAMPO","MABE/ CDR/ HUEHUETOCA","TEPEJI DEL RIO ",19.8885,-99.2431,0,300,1,"12:00:00 a.m.",20210204,1,"12:00:00 a.m.",20210204,18001,"5:00:00 a.m.",20210204,21170,18,"Thorton"
201279,35599,"SALVATIERRA - CELAYA ","MABE/ CDR/ CELAYA","CELAYA",20.3687,-100.7933,35596,"TEPEJI DEL RIO DE OCAMPO","MABE/ CDR/ HUEHUETOCA","TEPEJI DEL RIO ",19.8885,-99.2431,1291,515,1,"12:00:00 a.m.",20210205,77461,"9:31:00 p.m.",20210205,21961,"6:06:00 a.m.",20210206,21169,18,"Thorton"
212436,33704,"JUAN DE LA BARRERA","AMSA/ PLANTA/ GUADALAJARA","LAS JUNTAS GUADALAJARA",20.6192,-103.3385,33846,"BLVRD FEDERICO BENITEZ LOPEZ","AMSA/ CASA MARZAM/ TIJUANA","TIJUANA",32.5081,-116.9703,0,0,1,"12:00:00 a.m.",20210301,-1,"",0,-1,"",0,20447,13,"Pipa"
202350,34402,"MONTERREY - REYNOSA","RAGASA/ PLANTA/ GUADALUPE/ NUEVO LEÓN","GUADALUPE",25.6931,-100.1578,37926,"MEXICO-CUAUTLA","RAGASA/ WALMART CEDIS/ CHALCO","CHALCO DE COVARRUBIAS",19.2497,-98.8685,1321,2159,1,"12:00:00 a.m.",20210208,79261,"10:01:00 p.m.",20210208,36001,"10:00:00 a.m.",20210210,22434,24,"Trailer"
200736,35247,"IGNACIO ZARAGOZA","TOWELL/ PLANTA/ PUEBLA","PUEBLA",19.0195,-98.2082,38101,"CUAUTITLAN-ZUMPANGO","TOWELL/ CHEDRAUI CEDIS/ ZUMPANGO","ZUMPANGO",19.7458,-99.1309,20,475,1,"12:00:00 a.m.",20210205,1201,"12:20:00 a.m.",20210205,29701,"8:15:00 a.m.",20210205,22843,18,"Thorton"
202849,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,0,748,1,"12:00:00 a.m.",20210210,81301,"10:35:00 p.m.",20210209,39781,"11:03:00 a.m.",20210210,22131,18,"Thorton"
210773,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,0,814,1,"12:00:00 a.m.",20210225,81901,"10:45:00 p.m.",20210224,44341,"12:19:00 p.m.",20210225,18471,18,"Thorton"
212035,34137,"METEPEC - SAN ISIDRO","PISA/ PLANTA TLAJOMULCO/ JALISCO","TLAJOMULCO DE ZUÑIGA",20.4886,-103.5597,36917,"Libramiento Sur de Tapachula","PISA/ SAHUAYO SUCURSAL/ CHIAPAS","Tapachula",14.8564,-92.2769,0,0,1,"12:00:00 a.m.",20210227,1,"12:00:00 a.m.",20210227,-1,"",0,17771,24,"Trailer"
199859,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,0,523,1,"12:00:00 a.m.",20210204,83941,"11:19:00 p.m.",20210203,28921,"8:02:00 a.m.",20210204,17702,18,"Thorton"
203501,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,0,564,1,"12:00:00 a.m.",20210211,81061,"10:31:00 p.m.",20210210,28501,"7:55:00 a.m.",20210211,17699,18,"Thorton"
206573,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,0,0,1,"12:00:00 a.m.",20210217,-1,"",0,-1,"",0,17698,18,"Thorton"
207817,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,0,772,1,"12:00:00 a.m.",20210219,80701,"10:25:00 p.m.",20210218,40621,"11:17:00 a.m.",20210219,17697,18,"Thorton"
211401,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,0,682,1,"12:00:00 a.m.",20210226,81121,"10:32:00 p.m.",20210225,35641,"9:54:00 a.m.",20210226,17685,18,"Thorton"
202213,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,0,689,1,"12:00:00 a.m.",20210209,81721,"10:42:00 p.m.",20210208,36661,"10:11:00 a.m.",20210209,17684,18,"Thorton"
205370,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,0,531,1,"12:00:00 a.m.",20210215,1,"12:00:00 a.m.",20210215,31861,"8:51:00 a.m.",20210215,17684,18,"Thorton"
212498,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,11,742,1,"12:00:00 a.m.",20210301,661,"12:11:00 a.m.",20210301,45181,"12:33:00 p.m.",20210301,17684,18,"Thorton"
204115,34466,"13 ORIENTE","PROMOTORA 1800/ TRANSPORTE CONSOLID/ TEHUACAN","TEHUACAN",18.4534,-97.3919,34462,"CENTEOTL","PROMOTORA 1800/ PLANTA/ CIUDAD DE MEXICO","AZCAPOTZALCO",19.4808,-99.1953,0,805,1,"12:00:00 a.m.",20210212,81661,"10:41:00 p.m.",20210211,43561,"12:06:00 p.m.",20210212,17672,18,"Thorton"
209120,35602,"COMISION NACIONAL DE ELECTRICI","MABE/ CDR/  SAN LUIS POTOSI","SAN LUIS POTOSI",22.0765,-100.8912,35062,"Decima Su","MABE/ ADUANA/ CD HIDALGO CHIAPAS","1",14.6765,-92.1556,0,0,1,"12:00:00 a.m.",20210221,-1,"",0,-1,"",0,19507,24,"Trailer"
209113,35130,"Huichapan-San Juan del Río","MABE/ PATIO SAN JUAN DEL RIO/ QRO.","san juan del rio",20.3008,-99.8961,35062,"Decima Su","MABE/ ADUANA/ CD HIDALGO CHIAPAS","1",14.6765,-92.1556,0,0,1,"12:00:00 a.m.",20210221,-1,"",0,-1,"",0,17945,24,"Trailer"
200730,35248,"LECHERIA -CHAMAPA","OFFICE DEPOT/ PLANTA/ SAN MARTIN OBISPO","SAN MARTIN OBISPO",19.6115,-99.2182,35416,"Las Palmas","OFFICE DEPOT/ 406 TIENDA/ COATZACOALCOS","Paraiso Coatzacoalcos",18.1468,-94.4716,3851,109,1,"12:00:00 a.m.",20210204,58261,"4:11:00 p.m.",20210206,64801,"6:00:00 p.m.",20210206,20037,18,"Thorton"
211573,34150,"Artesanos ","PINSA/ PORTEO SUCURSAL/ GUADALAJARA","Tlaquepaque",20.5768,-103.3521,34059,"Parque Industrial Prologis Arr","PINSA/ WALMART BAE/ GUADALAJARA","Guadalajara ",20.4327,-103.2443,0,298,1,"12:00:00 a.m.",20210226,1,"12:00:00 a.m.",20210226,17881,"4:58:00 a.m.",20210226,17190,18,"Thorton"
212109,33905,"V. BARRIENTOS","BDF / CPA LOGISTICS CENTER / TLALNEPANTLA","TLALNEPANTLA DE BAZ",19.5754,-99.2024,37473,"CHALCO - AMECAMECA","BDF / WALMART CHALCO / EDO DE MEX","CHALCO",0,0,32,766,1,"12:00:00 a.m.",20210227,1921,"12:32:00 a.m.",20210227,47881,"1:18:00 p.m.",20210227,16809,18,"Thorton"
203626,33905,"V. BARRIENTOS","BDF / CPA LOGISTICS CENTER / TLALNEPANTLA","TLALNEPANTLA DE BAZ",19.5754,-99.2024,37824,"","BDF/ ENTREGA DIRECTA","",0,0,0,0,1,"12:00:00 a.m.",20210211,-1,"",0,-1,"",0,17315,24,"Trailer"
211584,34150,"Artesanos ","PINSA/ PORTEO SUCURSAL/ GUADALAJARA","Tlaquepaque",20.5768,-103.3521,34059,"Parque Industrial Prologis Arr","PINSA/ WALMART BAE/ GUADALAJARA","Guadalajara ",20.4327,-103.2443,0,808,1,"12:00:00 a.m.",20210226,1,"12:00:00 a.m.",20210226,48481,"1:28:00 p.m.",20210226,17213,18,"Thorton"
200733,34663,"sd","S.E. Nuevo Laredo ","Nuevo Laredop ",27.4532,-99.5446,34662,"sd","S.E. Guanajuato","Guanajuato",21.0251,-101.2579,8,963,61,"12:01:00 a.m.",20210205,541,"12:09:00 a.m.",20210205,58321,"4:12:00 p.m.",20210205,44871,24,"Trailer"
201369,35599,"SALVATIERRA - CELAYA ","MABE/ CDR/ CELAYA","CELAYA",20.3687,-100.7933,37730,"PUENTE 128","MABE/ COPPEL BODEGA/ AZCAPOTZALCO","AZCAPOTZALCO",19.4903,-99.1617,160,540,61,"12:01:00 a.m.",20210206,9661,"2:41:00 a.m.",20210206,42061,"11:41:00 a.m.",20210206,41405,18,"Thorton"
206111,37166,"Calle Río Danubio","CONAGRA / PQUE. CASTRO DEL RIO / IRAPUATO","IRAPUATO",20.7843,-101.3511,37271,"LAS PALMAS","CONAGRA /DECASA /COAHUILA","PQUE INDUSTRIAL FERROPUERTO",0,0,0,2444,61,"12:01:00 a.m.",20210216,61,"12:01:00 a.m.",20210216,60301,"4:45:00 p.m.",20210217,36106,24,"Trailer"
198729,33705,"PROLONGACION SAN LORENZO","MADRILEÑA/ PLANTA MEXICO/ CDMX","CUAUTITLAN IZCALLI",19.7048,-99.2033,37551,"Del Arbol","MADRILEÑA/ EL DUERO/ ZAMORA","Zamora",0,0,0,733,61,"12:01:00 a.m.",20210125,61,"12:01:00 a.m.",20210125,44041,"12:14:00 p.m.",20210125,36486,24,"Trailer"
205283,37166,"Calle Río Danubio","CONAGRA / PQUE. CASTRO DEL RIO / IRAPUATO","IRAPUATO",20.7843,-101.3511,37352,"CARR.FEDERAL MEXICO-CUAUTLA","CONAGRA /NVA WALMART/ CUATZINGO EDO MEX","COL. SAN GREGORIO CUATZINGO,",0,0,0,2975,61,"12:01:00 a.m.",20210214,61,"12:01:00 a.m.",20210214,5761,"1:36:00 a.m.",20210216,27796,24,"Trailer"
202396,33815,"QUERETARO-SAN LUIS POTOSI, PAR","FERRERO/ PLANTA / SAN JOSE ITURBIDE","SAN JOSE ITURBIDE",21.0559,-100.4705,38323,"Moctezuma","FERRERO/ HJIMPA/GAM","Tlalnepantla",19.4959,-99.1141,0,652,61,"12:01:00 a.m.",20210209,61,"12:01:00 a.m.",20210209,39181,"10:53:00 a.m.",20210209,21799,24,"Trailer"
207332,35599,"SALVATIERRA - CELAYA ","MABE/ CDR/ CELAYA","CELAYA",20.3687,-100.7933,35596,"TEPEJI DEL RIO DE OCAMPO","MABE/ CDR/ HUEHUETOCA","TEPEJI DEL RIO ",19.8885,-99.2431,0,600,61,"12:01:00 a.m.",20210218,61,"12:01:00 a.m.",20210218,36061,"10:01:00 a.m.",20210218,22411,18,"Thorton"
204338,37166,"Calle Río Danubio","CONAGRA / PQUE. CASTRO DEL RIO / IRAPUATO","IRAPUATO",20.7843,-101.3511,37317,"TLAJOMULCO","CONAGRA /IMPUL. SAHUAYO /TLAJOMULCO JAL","TLAJOMULCO",0,0,0,1123,61,"12:01:00 a.m.",20210212,61,"12:01:00 a.m.",20210212,67441,"6:44:00 p.m.",20210212,18150,18,"Thorton"
208925,37166,"Calle Río Danubio","CONAGRA / PQUE. CASTRO DEL RIO / IRAPUATO","IRAPUATO",20.7843,-101.3511,37246,"AV XMATKUIL","CONAGRA /CEDIS MERIDA / YUCATAN","TABLAJE CATASTRAL",0,0,0,4859,121,"12:02:00 a.m.",20210220,121,"12:02:00 a.m.",20210220,32461,"9:01:00 a.m.",20210223,40052,24,"Trailer"
211587,33815,"QUERETARO-SAN LUIS POTOSI, PAR","FERRERO/ PLANTA / SAN JOSE ITURBIDE","SAN JOSE ITURBIDE",21.0559,-100.4705,34807,"LEON-SALAMANCA","FERRERO/ ECODELI/ LEON GTO","LEON GTO",21.0685,-101.6787,0,632,121,"12:02:00 a.m.",20210226,121,"12:02:00 a.m.",20210226,38041,"10:34:00 a.m.",20210226,38546,24,"Trailer"
206091,35602,"COMISION NACIONAL DE ELECTRICI","MABE/ CDR/  SAN LUIS POTOSI","SAN LUIS POTOSI",22.0765,-100.8912,36889,"Anahuac","MABE/ GRT MOVE/ NLD","Oradel Industrial Center",27.479,-99.6252,0,2336,121,"12:02:00 a.m.",20210211,121,"12:02:00 a.m.",20210211,53881,"2:58:00 p.m.",20210212,31789,18,"Thorton"
205273,35596,"TEPEJI DEL RIO DE OCAMPO","MABE/ CDR/ HUEHUETOCA","TEPEJI DEL RIO ",19.8885,-99.2431,37822,"","MABE/ ENTREGA DIRECTA","",0,0,0,2323,1201,"12:20:00 a.m.",20210214,1201,"12:20:00 a.m.",20210214,54181,"3:03:00 p.m.",20210215,41540,24,"Trailer"
201422,37166,"Calle Río Danubio","CONAGRA / PQUE. CASTRO DEL RIO / IRAPUATO","IRAPUATO",20.7843,-101.3511,37352,"CARR.FEDERAL MEXICO-CUAUTLA","CONAGRA /NVA WALMART/ CUATZINGO EDO MEX","COL. SAN GREGORIO CUATZINGO,",0,0,0,932,1201,"12:20:00 a.m.",20210206,1201,"12:20:00 a.m.",20210206,57121,"3:52:00 p.m.",20210206,42205,24,"Trailer"
211027,33815,"QUERETARO-SAN LUIS POTOSI, PAR","FERRERO/ PLANTA / SAN JOSE ITURBIDE","SAN JOSE ITURBIDE",21.0559,-100.4705,34780,"a","FERRERO/ PLANTA/ ATITALAQUIA","Atitalaquia",20.0367,-99.251,0,606,1201,"12:20:00 a.m.",20210225,1201,"12:20:00 a.m.",20210225,37561,"10:26:00 a.m.",20210225,21629,24,"Trailer"
208577,35602,"COMISION NACIONAL DE ELECTRICI","MABE/ CDR/  SAN LUIS POTOSI","SAN LUIS POTOSI",22.0765,-100.8912,35130,"Huichapan-San Juan del Río","MABE/ PATIO SAN JUAN DEL RIO/ QRO.","san juan del rio",20.3008,-99.8961,0,276,1201,"12:20:00 a.m.",20210219,1201,"12:20:00 a.m.",20210219,17761,"4:56:00 a.m.",20210219,20248,24,"Trailer"
207373,35599,"SALVATIERRA - CELAYA ","MABE/ CDR/ CELAYA","CELAYA",20.3687,-100.7933,35633,"CONDADO DE MONTENEGRO","MABE/ RYSE LEON/ GUANAJUATO","LEON",21.1637,-101.6506,0,143,1321,"12:22:00 a.m.",20210213,1321,"12:22:00 a.m.",20210213,9901,"2:45:00 a.m.",20210213,34560,18,"Thorton"
201337,35602,"COMISION NACIONAL DE ELECTRICI","MABE/ CDR/  SAN LUIS POTOSI","SAN LUIS POTOSI",22.0765,-100.8912,35130,"Huichapan-San Juan del Río","MABE/ PATIO SAN JUAN DEL RIO/ QRO.","san juan del rio",20.3008,-99.8961,1469,360,1381,"12:23:00 a.m.",20210205,3121,"12:52:00 a.m.",20210206,24721,"6:52:00 a.m.",20210206,37887,18,"Thorton"
204386,35599,"SALVATIERRA - CELAYA ","MABE/ CDR/ CELAYA","CELAYA",20.3687,-100.7933,35596,"TEPEJI DEL RIO DE OCAMPO","MABE/ CDR/ HUEHUETOCA","TEPEJI DEL RIO ",19.8885,-99.2431,0,122,1381,"12:23:00 a.m.",20210212,1381,"12:23:00 a.m.",20210212,8701,"2:25:00 a.m.",20210212,27533,24,"Trailer"
208579,35602,"COMISION NACIONAL DE ELECTRICI","MABE/ CDR/  SAN LUIS POTOSI","SAN LUIS POTOSI",22.0765,-100.8912,35130,"Huichapan-San Juan del Río","MABE/ PATIO SAN JUAN DEL RIO/ QRO.","san juan del rio",20.3008,-99.8961,0,212,1441,"12:24:00 a.m.",20210219,1441,"12:24:00 a.m.",20210219,14161,"3:56:00 a.m.",20210219,20276,18,"Thorton"
208671,35248,"LECHERIA -CHAMAPA","OFFICE DEPOT/ PLANTA/ SAN MARTIN OBISPO","SAN MARTIN OBISPO",19.6115,-99.2182,35466,"DE LA REFORMA ","OFFICE DEPOT/ 531 TIENDA PABELLON/ HERMOSILLO","HERMOSILLO ",29.0666,-110.9642,0,3798,1561,"12:26:00 a.m.",20210216,1561,"12:26:00 a.m.",20210216,56641,"3:44:00 p.m.",20210218,38642,18,"Thorton"
200088,35601,"BLVD. ISIDRO LOPEZ","MABE/ CDR/ SALTILLO","SALTILLO",25.5021,-100.9677,35596,"TEPEJI DEL RIO DE OCAMPO","MABE/ CDR/ HUEHUETOCA","TEPEJI DEL RIO ",19.8885,-99.2431,0,2335,1561,"12:26:00 a.m.",20210204,1561,"12:26:00 a.m.",20210204,55261,"3:21:00 p.m.",20210205,38524,18,"Thorton"
200229,37166,"Calle Río Danubio","CONAGRA / PQUE. CASTRO DEL RIO / IRAPUATO","IRAPUATO",20.7843,-101.3511,37350,"CALZ AEROPUERTO","CONAGRA /NVA WALMART/ SINALOA","CULIACAN",0,0,0,1623,1561,"12:26:00 a.m.",20210204,1561,"12:26:00 a.m.",20210204,12541,"3:29:00 a.m.",20210205,34706,24,"Trailer"
208658,35248,"LECHERIA -CHAMAPA","OFFICE DEPOT/ PLANTA/ SAN MARTIN OBISPO","SAN MARTIN OBISPO",19.6115,-99.2182,35463,"SEXTA ORIENTE ","OFFICE DEPOT/ 526 TIENDA DELICIAS/ CHIH","DELICIAS ",28.194,-105.4638,0,3970,1561,"12:26:00 a.m.",20210215,1561,"12:26:00 a.m.",20210215,66961,"6:36:00 p.m.",20210217,23451,18,"Thorton"
203679,33815,"QUERETARO-SAN LUIS POTOSI, PAR","FERRERO/ PLANTA / SAN JOSE ITURBIDE","SAN JOSE ITURBIDE",21.0559,-100.4705,37983,"","FERRERO	/ ENTREGA DIRECTA","",0,0,0,990,1561,"12:26:00 a.m.",20210211,1561,"12:26:00 a.m.",20210211,60961,"4:56:00 p.m.",20210211,18836,18,"Thorton"
201336,35601,"BLVD. ISIDRO LOPEZ","MABE/ CDR/ SALTILLO","SALTILLO",25.5021,-100.9677,35130,"Huichapan-San Juan del Río","MABE/ PATIO SAN JUAN DEL RIO/ QRO.","san juan del rio",20.3008,-99.8961,1463,360,1621,"12:27:00 a.m.",20210205,3001,"12:50:00 a.m.",20210206,24601,"6:50:00 a.m.",20210206,34126,27,"Rabón"
204951,33815,"QUERETARO-SAN LUIS POTOSI, PAR","FERRERO/ PLANTA / SAN JOSE ITURBIDE","SAN JOSE ITURBIDE",21.0559,-100.4705,34804,"s","FERRERO/ ECODELI/ TIJUANA","tijuana",32.5487,-116.9461,0,3828,1621,"12:27:00 a.m.",20210213,1621,"12:27:00 a.m.",20210213,58501,"4:15:00 p.m.",20210215,18856,18,"Thorton"
208050,35596,"TEPEJI DEL RIO DE OCAMPO","MABE/ CDR/ HUEHUETOCA","TEPEJI DEL RIO ",19.8885,-99.2431,36357,"TULA-JOROBAS","MABE/ HOME DEPOT CEDIS/ HIDALGO","HIDALGO",20.0339,-99.2525,0,2186,1621,"12:27:00 a.m.",20210218,1621,"12:27:00 a.m.",20210218,46381,"12:53:00 p.m.",20210219,20228,24,"Trailer"
201940,37166,"Calle Río Danubio","CONAGRA / PQUE. CASTRO DEL RIO / IRAPUATO","IRAPUATO",20.7843,-101.3511,37349,"AV. TEJOCOTES ","CONAGRA /NVA WALMART/ SMO EDO DE MX","SANS MARTIN OBISPO",0,0,0,1256,1681,"12:28:00 a.m.",20210208,1681,"12:28:00 a.m.",20210208,77041,"9:24:00 p.m.",20210208,36339,24,"Trailer"
205268,34136,"JUAN DE LA BARRERA","PISA/ PLANTA ALAMO/ GUADALAJARA","GUIADALAJARA",20.6184,-103.339,34423,"Oaxaca-Zimatlán De Álvarez","PISA/ IMSS ALMACEN/ OAXACA","Santa Cruz Xoxocotlán",17.0233,-96.7293,1,4048,1741,"12:29:00 a.m.",20210214,1801,"12:30:00 a.m.",20210214,71881,"7:58:00 p.m.",20210216,17771,24,"Trailer"
199448,33815,"QUERETARO-SAN LUIS POTOSI, PAR","FERRERO/ PLANTA / SAN JOSE ITURBIDE","SAN JOSE ITURBIDE",21.0559,-100.4705,34805,"8","FERRERO/ ECODELI/ VILLAHERMOSA","villa hermosa ",17.9837,-92.9963,0,2199,1741,"12:29:00 a.m.",20210203,1741,"12:29:00 a.m.",20210203,47281,"1:08:00 p.m.",20210204,18875,24,"Trailer"
208048,33815,"QUERETARO-SAN LUIS POTOSI, PAR","FERRERO/ PLANTA / SAN JOSE ITURBIDE","SAN JOSE ITURBIDE",21.0559,-100.4705,34780,"a","FERRERO/ PLANTA/ ATITALAQUIA","Atitalaquia",20.0367,-99.251,0,498,1741,"12:29:00 a.m.",20210219,1741,"12:29:00 a.m.",20210219,31621,"8:47:00 a.m.",20210219,18760,24,"Trailer"
201767,35596,"TEPEJI DEL RIO DE OCAMPO","MABE/ CDR/ HUEHUETOCA","TEPEJI DEL RIO ",19.8885,-99.2431,35556,"ANACLETO CANABAL","MABE/ FOTOCONTINO/ VILLAHERMOSA","VILLAHERMOSA",17.9851,-92.9749,0,2077,1801,"12:30:00 a.m.",20210207,1801,"12:30:00 a.m.",20210207,40021,"11:07:00 a.m.",20210208,23461,18,"Thorton"
206332,33815,"QUERETARO-SAN LUIS POTOSI, PAR","FERRERO/ PLANTA / SAN JOSE ITURBIDE","SAN JOSE ITURBIDE",21.0559,-100.4705,37983,"","FERRERO	/ ENTREGA DIRECTA","",0,0,0,826,1801,"12:30:00 a.m.",20210217,78061,"9:41:00 p.m.",20210216,41221,"11:27:00 a.m.",20210217,18836,18,"Thorton"
201356,33815,"QUERETARO-SAN LUIS POTOSI, PAR","FERRERO/ PLANTA / SAN JOSE ITURBIDE","SAN JOSE ITURBIDE",21.0559,-100.4705,38318,"Toluca - Tenango de Arista","FERRERO/ GARIS/ SN A.LA ISLA TOLUCA","Santa Maria Rayon",19.158,-99.5777,0,905,1861,"12:31:00 a.m.",20210206,1861,"12:31:00 a.m.",20210206,56161,"3:36:00 p.m.",20210206,24997,18,"Thorton"
207367,35602,"COMISION NACIONAL DE ELECTRICI","MABE/ CDR/  SAN LUIS POTOSI","SAN LUIS POTOSI",22.0765,-100.8912,35596,"TEPEJI DEL RIO DE OCAMPO","MABE/ CDR/ HUEHUETOCA","TEPEJI DEL RIO ",19.8885,-99.2431,0,566,1861,"12:31:00 a.m.",20210218,1861,"12:31:00 a.m.",20210218,35821,"9:57:00 a.m.",20210218,21180,18,"Thorton"
202393,34847,"s","RADIO SHACK/ PLANTA/ SMO","12",19.6118,-99.2183,38441,"SD","RADIO SHACK/ REPARTO","SD",0,0,429,343,781,"12:13:00 a.m.",20210209,26521,"7:22:00 a.m.",20210209,47101,"1:05:00 p.m.",20210209,34898,14,"Grúa"
211605,35601,"BLVD. ISIDRO LOPEZ","MABE/ CDR/ SALTILLO","SALTILLO",25.5021,-100.9677,36889,"Anahuac","MABE/ GRT MOVE/ NLD","Oradel Industrial Center",27.479,-99.6252,0,209,781,"12:13:00 a.m.",20210227,781,"12:13:00 a.m.",20210227,13321,"3:42:00 a.m.",20210227,29397,18,"Thorton"
206083,35130,"Huichapan-San Juan del Río","MABE/ PATIO SAN JUAN DEL RIO/ QRO.","san juan del rio",20.3008,-99.8961,35596,"TEPEJI DEL RIO DE OCAMPO","MABE/ CDR/ HUEHUETOCA","TEPEJI DEL RIO ",19.8885,-99.2431,0,169,781,"12:13:00 a.m.",20210216,781,"12:13:00 a.m.",20210216,10921,"3:02:00 a.m.",20210216,27032,24,"Trailer"
