"VIAJEID","UBICACIONORIGENID","UBICACION_ORIGEN","DESC_UBICACION_ORI","LOCALIDAD_ORI","LATITUD_ORI","LONGITUD_ORI","UBICACIONDESTINOID","UBICACION_DESTINO","DESC_UBICACION_DEST","LOCALIDAD_DEST","LATITUD_DEST","LONGITUD_DEST","DEMORAINICIO","DURACIONVIAJE","HORARIOINICIOID","HI_COMPLETO","TIEMPOINICIOID","HORARIOINICIOREALID","HR_COMPLETO","TIEMPOINICIOREALID","HORARIOFINID","HF_COMPLETO","TIEMPOFINID","UNIDADID","TIPOUNIDADID","TIPOUNIDAD"
210375,35726,"Carretera vieja a Teoloyucan","FERRERO/ CUAUTIPARK/ LAS ANIMAS","Cuautitlan",19.7305,-99.1977,37983,"","FERRERO	/ ENTREGA DIRECTA","",0,0,97,312,21601,"6:00:00 a.m.",20210224,27421,"7:37:00 a.m.",20210224,46141,"12:49:00 p.m.",20210224,40367,13,"Pipa"
204867,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34122,"4","PINSA/ GRUPO IBD/ VILLAHERMOSA","Villahermosa",17.9794,-92.9969,255,3180,21601,"6:00:00 a.m.",20210213,36901,"10:15:00 a.m.",20210213,54901,"3:15:00 p.m.",20210215,40352,24,"Trailer"
212095,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34482,"2 de Noviembre","ELEKTRA TEPOZOTLAN","TEPOZOTLAN ",19.7376,-99.2008,63,256,21601,"6:00:00 a.m.",20210227,25381,"7:03:00 a.m.",20210227,40741,"11:19:00 a.m.",20210227,42412,13,"Pipa"
204841,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34482,"2 de Noviembre","ELEKTRA TEPOZOTLAN","TEPOZOTLAN ",19.7376,-99.2008,112,115,21601,"6:00:00 a.m.",20210213,28321,"7:52:00 a.m.",20210213,35221,"9:47:00 a.m.",20210213,42411,13,"Pipa"
211422,34137,"METEPEC - SAN ISIDRO","PISA/ PLANTA TLAJOMULCO/ JALISCO","TLAJOMULCO DE ZUÑIGA",20.4886,-103.5597,34164,"INGENIEROS ZAPADORES ","PISA/ SEDENA CAMPO MILITAR 1/ NAUCALPAN","Naucalpan de Juárez",19.4472,-99.2347,0,552,21601,"6:00:00 a.m.",20210226,21601,"6:00:00 a.m.",20210226,54721,"3:12:00 p.m.",20210226,41712,18,"Thorton"
204964,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34128,"DE LAS TORRES","PINSA/ SAHUAYO CEDIS/ TULTITLAN","TULTITLAN",19.6416,-99.1442,0,472,21601,"6:00:00 a.m.",20210213,21061,"5:51:00 a.m.",20210213,49381,"1:43:00 p.m.",20210213,41711,24,"Trailer"
201143,38017,"","CTS/ ORIGENES VARIOS","",0,0,38003,"","CTS/ ENTREGA DIRECTA","",0,0,669,1,21601,"6:00:00 a.m.",20210105,61741,"5:09:00 p.m.",20210105,61801,"5:10:00 p.m.",20210105,41667,18,"Thorton"
201122,38017,"","CTS/ ORIGENES VARIOS","",0,0,38003,"","CTS/ ENTREGA DIRECTA","",0,0,0,1,21601,"6:00:00 a.m.",20211205,61741,"5:09:00 p.m.",20210105,61801,"5:10:00 p.m.",20210105,41667,18,"Thorton"
204331,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34123,"Galeana","PINSA/ PORTEO SUCURSAL/ PUEBLA","Huejotzingo",19.1628,-98.3871,0,1908,21601,"6:00:00 a.m.",20210212,21601,"6:00:00 a.m.",20210212,49681,"1:48:00 p.m.",20210213,40299,24,"Trailer"
204906,34847,"s","RADIO SHACK/ PLANTA/ SMO","12",19.6118,-99.2183,38441,"SD","RADIO SHACK/ REPARTO","SD",0,0,76,530,21601,"6:00:00 a.m.",20210213,26161,"7:16:00 a.m.",20210213,57961,"4:06:00 p.m.",20210213,41616,18,"Thorton"
201052,34847,"s","RADIO SHACK/ PLANTA/ SMO","12",19.6118,-99.2183,34909,"VICENTE GUERRERO","RADIO SHACK/ PLAZA CUERNAVACA/ MORELOS","CUERNAVACA",18.9347,-99.2294,0,684,21601,"6:00:00 a.m.",20210112,21601,"6:00:00 a.m.",20210112,62641,"5:24:00 p.m.",20210112,41611,13,"Pipa"
202395,34847,"s","RADIO SHACK/ PLANTA/ SMO","12",19.6118,-99.2183,38441,"SD","RADIO SHACK/ REPARTO","SD",0,0,32,766,21601,"6:00:00 a.m.",20210209,23521,"6:32:00 a.m.",20210209,69481,"7:18:00 p.m.",20210209,41611,13,"Pipa"
209004,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34482,"2 de Noviembre","ELEKTRA TEPOZOTLAN","TEPOZOTLAN ",19.7376,-99.2008,505,1,21601,"6:00:00 a.m.",20210222,51901,"2:25:00 p.m.",20210222,51961,"2:26:00 p.m.",20210222,40920,18,"Thorton"
211534,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34482,"2 de Noviembre","ELEKTRA TEPOZOTLAN","TEPOZOTLAN ",19.7376,-99.2008,136,425,21601,"6:00:00 a.m.",20210226,29761,"8:16:00 a.m.",20210226,55261,"3:21:00 p.m.",20210226,40920,18,"Thorton"
203566,33705,"PROLONGACION SAN LORENZO","MADRILEÑA/ PLANTA MEXICO/ CDMX","CUAUTITLAN IZCALLI",19.7048,-99.2033,37821,"","MADRILEÑA/ ENTREGA DIRECTA","",0,0,10,715,21601,"6:00:00 a.m.",20210211,22201,"6:10:00 a.m.",20210211,65101,"6:05:00 p.m.",20210211,40256,27,"Rabón"
206243,33705,"PROLONGACION SAN LORENZO","MADRILEÑA/ PLANTA MEXICO/ CDMX","CUAUTITLAN IZCALLI",19.7048,-99.2033,37513,"MEXICO - CUAUTLA ","MADRILEÑA/ ABARROTERA FUENTES/ CUAUTLA","TETELCINGO",0,0,0,459,21601,"6:00:00 a.m.",20210212,21601,"6:00:00 a.m.",20210212,49141,"1:39:00 p.m.",20210212,40256,27,"Rabón"
211445,33705,"PROLONGACION SAN LORENZO","MADRILEÑA/ PLANTA MEXICO/ CDMX","CUAUTITLAN IZCALLI",19.7048,-99.2033,37821,"","MADRILEÑA/ ENTREGA DIRECTA","",0,0,0,685,21601,"6:00:00 a.m.",20210226,21601,"6:00:00 a.m.",20210226,62701,"5:25:00 p.m.",20210226,40256,27,"Rabón"
203722,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,37993,"","PINSA/ ENTREGA DIRECTA","",0,0,83,3167,21601,"6:00:00 a.m.",20210211,26581,"7:23:00 a.m.",20210211,43801,"12:10:00 p.m.",20210213,40860,24,"Trailer"
208981,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34117,"Virgilio","PINSA/ GARICA/ CHIHUAHUA","Complejo Industrial Chihuahua",28.7144,-106.1261,43,1723,21601,"6:00:00 a.m.",20210221,24181,"6:43:00 a.m.",20210221,41161,"11:26:00 a.m.",20210222,40860,24,"Trailer"
201699,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,0,2177,21601,"6:00:00 a.m.",20210207,21601,"6:00:00 a.m.",20210207,65821,"6:17:00 p.m.",20210208,40832,24,"Trailer"
212067,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,33734,"MEXICO QUERETARO","PINSA/ COSTCO CEDIS/ TEPEJI","TEPEJI DE OCAMPO",19.8566,-99.283,47,3275,21601,"6:00:00 a.m.",20210227,24421,"6:47:00 a.m.",20210227,48121,"1:22:00 p.m.",20210301,41510,24,"Trailer"
209294,35248,"LECHERIA -CHAMAPA","OFFICE DEPOT/ PLANTA/ SAN MARTIN OBISPO","SAN MARTIN OBISPO",19.6115,-99.2182,35688,"S","Office reparto local","TODA CDMX",19.4163,-99.1468,0,3642,21601,"6:00:00 a.m.",20210221,21601,"6:00:00 a.m.",20210221,67321,"6:42:00 p.m.",20210223,41507,24,"Trailer"
201053,34847,"s","RADIO SHACK/ PLANTA/ SMO","12",19.6118,-99.2183,34872,"TOLUCA-TENANGO","RADIO SHACK/ GALERIAS METEPEC/ EDOMEX","METEPEC",19.2584,-99.6222,0,682,21601,"6:00:00 a.m.",20210112,21601,"6:00:00 a.m.",20210112,62521,"5:22:00 p.m.",20210112,41464,18,"Thorton"
211059,35726,"Carretera vieja a Teoloyucan","FERRERO/ CUAUTIPARK/ LAS ANIMAS","Cuautitlan",19.7305,-99.1977,37983,"","FERRERO	/ ENTREGA DIRECTA","",0,0,0,237,21601,"6:00:00 a.m.",20210225,21601,"6:00:00 a.m.",20210225,35821,"9:57:00 a.m.",20210225,42137,18,"Thorton"
206771,35726,"Carretera vieja a Teoloyucan","FERRERO/ CUAUTIPARK/ LAS ANIMAS","Cuautitlan",19.7305,-99.1977,37983,"","FERRERO	/ ENTREGA DIRECTA","",0,0,62,523,21601,"6:00:00 a.m.",20210217,25321,"7:02:00 a.m.",20210217,56701,"3:45:00 p.m.",20210217,41448,13,"Pipa"
203653,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34161,"Pasillo central de abastos ","PINSA/ SAHUAYO IZTAPALAPA/ CDMX","Iztapalapa",19.3762,-99.0921,57,730,21601,"6:00:00 a.m.",20210211,25021,"6:57:00 a.m.",20210211,68821,"7:07:00 p.m.",20210211,41436,24,"Trailer"
211538,38648,"Industria Automotriz","AVANTE/ DISTRIBUIDORA TEXTIL/ TOLUCA","Toluca de Lerdo",19.2957,-99.5723,34482,"2 de Noviembre","ELEKTRA TEPOZOTLAN","TEPOZOTLAN ",19.7376,-99.2008,144,0,21601,"6:00:00 a.m.",20210226,30241,"8:24:00 a.m.",20210226,-1,"",0,41415,13,"Pipa"
199430,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34117,"Virgilio","PINSA/ GARICA/ CHIHUAHUA","Complejo Industrial Chihuahua",28.7144,-106.1261,0,1747,21601,"6:00:00 a.m.",20210203,21601,"6:00:00 a.m.",20210203,40021,"11:07:00 a.m.",20210204,40741,24,"Trailer"
203033,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34157,"Libramiento","PINSA/ RAVI/ TIJUANA","Tijuana",32.4731,-116.9229,109,3689,21601,"6:00:00 a.m.",20210210,28141,"7:49:00 a.m.",20210210,76681,"9:18:00 p.m.",20210212,40741,24,"Trailer"
203742,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34167,"Niños Heroes","PINSA/ SANCHEZ E HIJOS/ GOMEZ PALACIO","Gómez Palacio",25.6114,-103.4986,95,1691,21601,"6:00:00 a.m.",20210211,27301,"7:35:00 a.m.",20210211,42361,"11:46:00 a.m.",20210212,42114,24,"Trailer"
210340,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,33909,"Laredo - Monterrey ","PINSA/ WALMART CEDIS/ MONTERREY","Monterrey",25.8786,-100.2322,0,1684,21601,"6:00:00 a.m.",20210224,21601,"6:00:00 a.m.",20210224,36241,"10:04:00 a.m.",20210225,42114,24,"Trailer"
205352,34803,"s","FERRERO/ ECODELI/ PUEBLA","puebla",19.0813,-98.1492,34839,"s","FERRERO/ CHEDRAHUI/ TEZIUTLAN","Teziutlan",19.8064,-97.3662,0,806,21601,"6:00:00 a.m.",20210215,21601,"6:00:00 a.m.",20210215,69961,"7:26:00 p.m.",20210215,42065,13,"Pipa"
199410,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34129,"Cienega","PINSA/ PORTEO SUCURSAL/ MONTERREY","Laredo-Salinas Victoria",25.8839,-100.2385,0,1684,21601,"6:00:00 a.m.",20210203,21601,"6:00:00 a.m.",20210203,36241,"10:04:00 a.m.",20210204,41346,18,"Thorton"
203703,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34150,"Artesanos ","PINSA/ PORTEO SUCURSAL/ GUADALAJARA","Tlaquepaque",20.5768,-103.3521,82,717,21601,"6:00:00 a.m.",20210211,26521,"7:22:00 a.m.",20210211,69541,"7:19:00 p.m.",20210211,42029,24,"Trailer"
208478,37720,"ATT","AT&T/ PLANTA TRES RIOS/ CUAUTITLAN IZCALLI","Cuautitlán Izcalli",19.6961,-99.2115,38025,"","AT&T/ REPARTO","",0,0,108,382,21601,"6:00:00 a.m.",20210220,28081,"7:48:00 a.m.",20210220,51001,"2:10:00 p.m.",20210220,41303,18,"Thorton"
206107,34789,"12","FERRERO/ CUAUTIPARK/ CUAUTITLAN","Cuautitlan ",19.7306,-99.1975,39025,"TOLUCA","FERRERO/ ROCHA/ TOLUCA","1",0,0,63,339,21601,"6:00:00 a.m.",20210216,25381,"7:03:00 a.m.",20210216,45721,"12:42:00 p.m.",20210216,38410,13,"Pipa"
199502,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34112,"CUAUTITLAN-TEPOZOTLAN","PINSA/ WALMART CEDIS LA LUZ/ EDOMEX","CUAUTITLAN",19.6946,-99.2002,0,933,21601,"6:00:00 a.m.",20210203,21601,"6:00:00 a.m.",20210203,77581,"9:33:00 p.m.",20210203,38394,24,"Trailer"
212442,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34112,"CUAUTITLAN-TEPOZOTLAN","PINSA/ WALMART CEDIS LA LUZ/ EDOMEX","CUAUTITLAN",19.6946,-99.2002,0,705,21601,"6:00:00 a.m.",20210228,20341,"5:39:00 a.m.",20210228,62641,"5:24:00 p.m.",20210228,38289,18,"Thorton"
204961,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34112,"CUAUTITLAN-TEPOZOTLAN","PINSA/ WALMART CEDIS LA LUZ/ EDOMEX","CUAUTITLAN",19.6946,-99.2002,27,430,21601,"6:00:00 a.m.",20210213,23221,"6:27:00 a.m.",20210213,49021,"1:37:00 p.m.",20210213,39014,24,"Trailer"
208608,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34300,"Emiliano Zapata","PINSA/ CENTRAL DE ABASTOS/ ALTAMIRA"," Miramar",22.3376,-97.884,55,3427,21601,"6:00:00 a.m.",20210220,24901,"6:55:00 a.m.",20210220,57721,"4:02:00 p.m.",20210222,38273,24,"Trailer"
201706,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34117,"Virgilio","PINSA/ GARICA/ CHIHUAHUA","Complejo Industrial Chihuahua",28.7144,-106.1261,0,1825,21601,"6:00:00 a.m.",20210207,21601,"6:00:00 a.m.",20210207,44701,"12:25:00 p.m.",20210208,39691,24,"Trailer"
208618,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34121,"73","PINSA/ GRUPO IBD/ MERIDA","Merida",21.0562,-89.64,58,3330,21601,"6:00:00 a.m.",20210220,25081,"6:58:00 a.m.",20210220,52081,"2:28:00 p.m.",20210222,39691,24,"Trailer"
204892,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34119,"Monte Carlo","PINSA/ GASTRONOMICA ANTEQUERA/ OAXACA","Oaxaca",17.0552,-96.7436,0,3218,21601,"6:00:00 a.m.",20210213,21601,"6:00:00 a.m.",20210213,41881,"11:38:00 a.m.",20210215,39691,24,"Trailer"
209548,34139,"ARBOLITOS ","PISA/ DIMESA TEPOZOTLAN/ EDOMEX","Tepozotlan",19.7075,-99.2124,34390,"Cuauhtemoc","PISA/ IMSS HOSPITAL GENERAL SIGLO XXI/ CDMX","Cuauhtémoc",19.4069,-99.1544,67,493,21601,"6:00:00 a.m.",20210223,25621,"7:07:00 a.m.",20210223,55201,"3:20:00 p.m.",20210223,39661,18,"Thorton"
207130,34137,"METEPEC - SAN ISIDRO","PISA/ PLANTA TLAJOMULCO/ JALISCO","TLAJOMULCO DE ZUÑIGA",20.4886,-103.5597,37989,"","PISA/ ENTREGA DIRECTA","",0,0,0,450,21601,"6:00:00 a.m.",20210218,21601,"6:00:00 a.m.",20210218,48601,"1:30:00 p.m.",20210218,39661,18,"Thorton"
206710,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34150,"Artesanos ","PINSA/ PORTEO SUCURSAL/ GUADALAJARA","Tlaquepaque",20.5768,-103.3521,29,1552,21601,"6:00:00 a.m.",20210217,23341,"6:29:00 a.m.",20210217,30061,"8:21:00 a.m.",20210218,38958,24,"Trailer"
203031,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34117,"Virgilio","PINSA/ GARICA/ CHIHUAHUA","Complejo Industrial Chihuahua",28.7144,-106.1261,105,1913,21601,"6:00:00 a.m.",20210210,27901,"7:45:00 a.m.",20210210,56281,"3:38:00 p.m.",20210211,38239,24,"Trailer"
202320,34114,"Jesus Kumate","PINSA/ PORTEO SUCURSAL/ CULIACAN","Culiacan",24.7591,-107.4507,34530,"Calz. Aeropuerto ","PINSA/ WALMART CEDIS/ CULIACAN","Culiacan",24.7678,-107.4922,0,242,21601,"6:00:00 a.m.",20210209,21601,"6:00:00 a.m.",20210209,36121,"10:02:00 a.m.",20210209,38211,13,"Pipa"
198935,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,0,1596,21601,"6:00:00 a.m.",20210201,21601,"6:00:00 a.m.",20210201,30961,"8:36:00 a.m.",20210202,38187,24,"Trailer"
200724,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,0,1557,21601,"6:00:00 a.m.",20210205,21601,"6:00:00 a.m.",20210205,28621,"7:57:00 a.m.",20210206,38187,24,"Trailer"
205196,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,0,2131,21601,"6:00:00 a.m.",20210214,21601,"6:00:00 a.m.",20210214,63061,"5:31:00 p.m.",20210215,38187,24,"Trailer"
208973,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,41,1620,21601,"6:00:00 a.m.",20210221,24061,"6:41:00 a.m.",20210221,34861,"9:41:00 a.m.",20210222,38187,24,"Trailer"
212304,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,0,1570,21601,"6:00:00 a.m.",20210228,21601,"6:00:00 a.m.",20210228,29401,"8:10:00 a.m.",20210301,38187,24,"Trailer"
208622,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34122,"4","PINSA/ GRUPO IBD/ VILLAHERMOSA","Villahermosa",17.9794,-92.9969,75,2211,21601,"6:00:00 a.m.",20210220,26101,"7:15:00 a.m.",20210220,72361,"8:06:00 p.m.",20210221,38162,14,"Grúa"
212026,34287,"Los Sauces","EXPEDITORS/ PLANTA SAN MARTIN OBISPO/ EDOMEX","Cuautitlan Izacalli",19.613,-99.2123,34277,"calz vallejo ","EXPEDITORS/ PARQUE VIA VALLEJO/ CDMX","vallejo",19.4873,-99.1524,0,308,21601,"6:00:00 a.m.",20210227,15901,"4:25:00 a.m.",20210227,34381,"9:33:00 a.m.",20210227,38137,13,"Pipa"
203809,34007,"PIRULES","PISA/ PLANTA SAN MARTIN OBISPO/ EDOMEX","CUAUTITLAN IZCALLI",19.5954,-99.2112,36404,"DE LA INDUSTRIA AUTOMOTRIZ ","PISA/ WALDOS CEDIS/ TOLUCA","LERMA DE VILLADA ",19.2924,-99.5414,1,1839,21601,"6:00:00 a.m.",20210211,21661,"6:01:00 a.m.",20210211,45601,"12:40:00 p.m.",20210212,38081,24,"Trailer"
209853,34007,"PIRULES","PISA/ PLANTA SAN MARTIN OBISPO/ EDOMEX","CUAUTITLAN IZCALLI",19.5954,-99.2112,37989,"","PISA/ ENTREGA DIRECTA","",0,0,49,625,21601,"6:00:00 a.m.",20210223,24541,"6:49:00 a.m.",20210223,62041,"5:14:00 p.m.",20210223,38081,24,"Trailer"
210341,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34120,"Melchor Ocampo","PINSA/ DECASA/ CORTAZAR","Cortazar",20.4993,-100.9557,0,1991,21601,"6:00:00 a.m.",20210224,21601,"6:00:00 a.m.",20210224,54661,"3:11:00 p.m.",20210225,39469,24,"Trailer"
198572,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34112,"CUAUTITLAN-TEPOZOTLAN","PINSA/ WALMART CEDIS LA LUZ/ EDOMEX","CUAUTITLAN",19.6946,-99.2002,0,566,21601,"6:00:00 a.m.",20210201,21601,"6:00:00 a.m.",20210201,55561,"3:26:00 p.m.",20210201,38740,24,"Trailer"
199504,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34112,"CUAUTITLAN-TEPOZOTLAN","PINSA/ WALMART CEDIS LA LUZ/ EDOMEX","CUAUTITLAN",19.6946,-99.2002,0,3813,21601,"6:00:00 a.m.",20210201,21601,"6:00:00 a.m.",20210201,77581,"9:33:00 p.m.",20210203,38740,24,"Trailer"
211510,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,34113,"Cuautitlan - Teoloyucan","PINSA/ WALMART CEDIS SANTA BARBARA/ EDOMEX","Cuautitlan",19.7183,-99.1922,9,635,21601,"6:00:00 a.m.",20210226,22141,"6:09:00 a.m.",20210226,60241,"4:44:00 p.m.",20210226,38740,24,"Trailer"
211032,35752,"PELLICER CAMARA ","GAMSA/ PLANTA INGENIO PDTE BENITO JUAREZ/ TAB","INGENIO PDTE BENITO JUAREZ ",18.0072,-93.5873,33892,"JUAN DE LA BARRERA","Planta-BAJA - RECICLADO-GUADALAJARA","TLAQUEPAQUE GUADALAJARA",20.6183,-103.3387,79,1920,21601,"6:00:00 a.m.",20210225,26341,"7:19:00 a.m.",20210225,55141,"3:19:00 p.m.",20210226,40153,24,"Trailer"
203038,35752,"PELLICER CAMARA ","GAMSA/ PLANTA INGENIO PDTE BENITO JUAREZ/ TAB","INGENIO PDTE BENITO JUAREZ ",18.0072,-93.5873,35755,"60 DIAGONAL ","GAMSA/ PEPSI PLANTA/ MERIDA","YUCATAN ",21.0644,-89.6402,90,1822,21601,"6:00:00 a.m.",20210210,27001,"7:30:00 a.m.",20210210,49921,"1:52:00 p.m.",20210211,40153,24,"Trailer"
209034,35753,"COATZACOALCOS-VILLAHERMOSA","GAMSA/ BODEGA AMAZON/ VILLAHERMOSA","TABASCO",17.9877,-93.1538,35763,"INSTITUTO TECNOLOGICO ","GAMSA/ PEPSI PLANTA/ MINATITLAN","MINATITLAN ",17.996,-94.5851,0,3360,21601,"6:00:00 a.m.",20210221,21601,"6:00:00 a.m.",20210221,50401,"2:00:00 p.m.",20210223,40153,24,"Trailer"
211668,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,0,1547,21601,"6:00:00 a.m.",20210226,21601,"6:00:00 a.m.",20210226,28021,"7:47:00 a.m.",20210227,39414,24,"Trailer"
204339,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,0,1839,21601,"6:00:00 a.m.",20210212,20821,"5:47:00 a.m.",20210212,44761,"12:26:00 p.m.",20210213,38695,24,"Trailer"
208609,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34116,"Israel","PINSA/ DEPEC/ SAN LUIS POTOSI","Ricardo Anaya",22.1392,-100.9253,0,3321,21601,"6:00:00 a.m.",20210220,21601,"6:00:00 a.m.",20210220,48061,"1:21:00 p.m.",20210222,37944,24,"Trailer"
199411,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34121,"73","PINSA/ GRUPO IBD/ MERIDA","Merida",21.0562,-89.64,0,3619,21601,"6:00:00 a.m.",20210203,21601,"6:00:00 a.m.",20210203,65941,"6:19:00 p.m.",20210205,37932,24,"Trailer"
201697,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34300,"Emiliano Zapata","PINSA/ CENTRAL DE ABASTOS/ ALTAMIRA"," Miramar",22.3376,-97.884,0,3340,21601,"6:00:00 a.m.",20210207,21601,"6:00:00 a.m.",20210207,49201,"1:40:00 p.m.",20210209,40120,18,"Thorton"
210301,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34125,"Colegio Militar","PINSA/ PLANTA/ HERMOSILLO"," Hermosillo",29.0936,-111.0403,0,1729,21601,"6:00:00 a.m.",20210224,21601,"6:00:00 a.m.",20210224,38941,"10:49:00 a.m.",20210225,38647,24,"Trailer"
212298,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34129,"Cienega","PINSA/ PORTEO SUCURSAL/ MONTERREY","Laredo-Salinas Victoria",25.8839,-100.2385,0,1642,21601,"6:00:00 a.m.",20210228,21601,"6:00:00 a.m.",20210228,33721,"9:22:00 a.m.",20210301,38647,24,"Trailer"
211659,33925,"Puerto Mazatlan","PINSA/ PLANTA/ MAZATLAN","Mazatlan",23.2139,-106.3961,34110,"RECURSOS HIDRAULICOS ","PINSA/ GRUPO SID/ TULTITLAN","TULTITLAN",19.6196,-99.1802,0,1532,21601,"6:00:00 a.m.",20210226,21601,"6:00:00 a.m.",20210226,27121,"7:32:00 a.m.",20210227,40053,24,"Trailer"
